,-5_0_0_B.csv,-1_0_0_B.csv,7_0_0_B.csv,1_0_0_B.csv,-9_0_0_B.csv,-3_0_0_B.csv,-7_0_0_B.csv,5_0_0_B.csv,9_0_0_B.csv,3_0_0_B.csv
-5_0_0_B.csv,1.64745493104057e-308,3.4929389941110323,12.43486601266855,12.419645869550298,4.328430576065966,4.074423637064136,4.7130641704192975,12.43486601266855,12.43486601266855,12.43486601266855
-1_0_0_B.csv,3.4929389941110323,1.207942304847919e-308,10.270219973265501,8.941420659825706,6.488674658984831,3.562191941604807,5.281629177851148,10.66178260118022,10.06121987452757,10.66178260118022
7_0_0_B.csv,12.43486601266855,10.270219973265501,1.466911392294473e-308,1.5747923585993338,13.93273384510545,11.908070733611446,8.931879522212878,2.3099345411374372,1.1131245772606881,1.8899158205777193
1_0_0_B.csv,12.419645869550298,8.941420659825706,1.5747923585993338,1.379729140343984e-308,13.93273384510545,11.366055311436085,8.359361243239093,2.6340877490972083,1.658682258852597,2.4888752479784886
-9_0_0_B.csv,4.328430576065966,6.488674658984831,13.93273384510545,13.93273384510545,9.334220195075467e-309,4.901237807832992,7.056020291185003,13.93273384510545,13.93273384510545,13.93273384510545
-3_0_0_B.csv,4.074423637064136,3.562191941604807,11.908070733611446,11.366055311436085,4.901237807832992,1.2115920126654396e-308,4.966030284694526,11.908070733611446,11.908070733611446,11.908070733611446
-7_0_0_B.csv,4.7130641704192975,5.281629177851148,8.931879522212878,8.359361243239093,7.056020291185003,4.966030284694526,1.942379603618202e-308,9.046515625640254,9.382793594881687,10.023686122473617
5_0_0_B.csv,12.43486601266855,10.66178260118022,2.3099345411374372,2.6340877490972083,13.93273384510545,11.908070733611446,9.046515625640254,8.418176317026545e-309,2.3099345411374372,1.7887677655819112
9_0_0_B.csv,12.43486601266855,10.06121987452757,1.1131245772606881,1.658682258852597,13.93273384510545,11.908070733611446,9.382793594881687,2.3099345411374372,1.017567079548495e-308,1.7296635158905724
3_0_0_B.csv,12.43486601266855,10.66178260118022,1.8899158205777193,2.4888752479784886,13.93273384510545,11.908070733611446,10.023686122473617,1.7887677655819112,1.7296635158905724,8.469643666772077e-309
