,topology_ad_carcinoma_2_clean.csv,topology_ad_carcinoma_10_clean.csv,topology_ad_carcinoma_9_clean.csv,topology_ad_carcinoma_1_clean.csv,topology_ad_carcinoma_8_clean.csv,topology_ad_carcinoma_4_clean.csv,topology_ad_carcinoma_12_clean.csv,topology_ad_carcinoma_15_clean.csv,topology_ad_carcinoma_5_clean.csv,topology_ad_carcinoma_6_clean.csv,topology_ad_carcinoma_7_clean.csv,topology_ad_carcinoma_13_clean.csv
topology_ad_carcinoma_2_clean.csv,7.42351039399097e-309,26.199534240929424,17.065713854893673,10.415771309359071,21.80859047218888,18.1038975710847,8.063490617812278,14.375922908400781,18.99959105275132,44.488008522407654,22.31881970994331,24.7866872065281
topology_ad_carcinoma_10_clean.csv,26.199534240929424,5.81765285526862e-309,12.013015455338575,36.61530555028849,11.379755396796767,16.15640153033574,29.758403889012385,30.92650374093021,13.633312287302786,22.16221279540749,9.69619072754553,17.783466120884484
topology_ad_carcinoma_9_clean.csv,17.065713854893673,12.013015455338575,1.251631226790874e-308,27.481485164252746,9.74370216984347,18.039297211140735,20.624583502976634,21.79268335489446,18.324623976827475,29.8795368158164,12.118518970070744,24.346685403693982
topology_ad_carcinoma_1_clean.csv,10.415771309359071,36.61530555028849,27.481485164252746,1.7226450057520343e-308,32.224361781547955,20.458904019952755,10.234949965025862,12.204463561187195,22.981993262985707,54.90377983176673,32.73459101930238,35.20245851588717
topology_ad_carcinoma_8_clean.csv,21.80859047218888,11.379755396796767,9.74370216984347,32.224361781547955,4.82765370432793e-309,17.834258240024393,25.367460120271843,26.535559972189674,17.691363918285667,29.096194084376183,10.435758385910248,23.594069242884657
topology_ad_carcinoma_4_clean.csv,18.1038975710847,16.15640153033574,18.039297211140735,20.458904019952755,17.834258240024393,1.0879496864070427e-308,13.602002358676643,31.05374722905897,6.492567723137994,34.44487581181397,12.275686999349631,14.743554495934418
topology_ad_carcinoma_12_clean.csv,8.063490617812278,29.758403889012385,20.624583502976634,10.234949965025862,25.367460120271843,13.602002358676643,7.352742433341304e-309,22.43941352621306,16.125091601709595,48.046878170490615,25.877689358026274,28.34555685461106
topology_ad_carcinoma_15_clean.csv,14.375922908400781,30.92650374093021,21.79268335489446,12.204463561187195,26.535559972189674,31.05374722905897,22.43941352621306,5.627323393127065e-309,25.99436951095282,49.21497802240844,27.0457892099441,34.81074323821785
topology_ad_carcinoma_5_clean.csv,18.99959105275132,13.633312287302786,18.324623976827475,22.981993262985707,17.691363918285667,6.492567723137994,16.125091601709595,25.99436951095282,1.0094595514500333e-308,31.921786568781016,11.982324072171963,12.22046525290146
topology_ad_carcinoma_6_clean.csv,44.488008522407654,22.16221279540749,29.8795368158164,54.90377983176673,29.096194084376183,34.44487581181397,48.046878170490615,49.21497802240844,31.921786568781016,1.941668722133265e-308,25.485690786485822,19.701321315879554
topology_ad_carcinoma_7_clean.csv,22.31881970994331,9.69619072754553,12.118518970070744,32.73459101930238,10.435758385910248,12.275686999349631,25.877689358026274,27.0457892099441,11.982324072171963,25.485690786485822,2.088073233370974e-308,18.031049162357956
topology_ad_carcinoma_13_clean.csv,24.7866872065281,17.783466120884484,24.346685403693982,35.20245851588717,23.594069242884657,14.743554495934418,28.34555685461106,34.81074323821785,12.22046525290146,19.701321315879554,18.031049162357956,1.0234292685283593e-308
