,topology_ad_carcinoma_2_clean.csv,topology_ad_carcinoma_10_clean.csv,topology_ad_carcinoma_9_clean.csv,topology_ad_carcinoma_1_clean.csv,topology_ad_carcinoma_8_clean.csv,topology_ad_carcinoma_4_clean.csv,topology_ad_carcinoma_12_clean.csv,topology_ad_carcinoma_15_clean.csv,topology_ad_carcinoma_5_clean.csv,topology_ad_carcinoma_11_clean.csv,topology_ad_carcinoma_6_clean.csv,topology_ad_carcinoma_7_clean.csv,topology_ad_carcinoma_13_clean.csv
topology_ad_carcinoma_2_clean.csv,9.10318386753824e-309,23.842735507231254,19.002002949011498,19.002002949011498,19.770019041130325,20.278919554053118,19.261558216067243,15.873181712249732,21.57103454733577,15.432791622646887,27.84266867069485,27.709607272881392,27.80732388711149
topology_ad_carcinoma_10_clean.csv,23.842735507231254,4.59713189953204e-309,27.15057420661165,9.58916554069531,31.41664074118289,13.151874985601877,8.766451189556818,12.748566341141753,12.252649672487166,33.94133954100831,25.561308171824336,13.781059767516949,12.97727704236501
topology_ad_carcinoma_9_clean.csv,19.002002949011498,27.15057420661165,5.908244859954013e-309,20.958258151152673,15.904403447252399,23.586758253433512,22.56939691544764,19.497302483096348,20.107041322389406,18.093175230956888,32.08772778850498,28.868273604212902,24.54408616748412
topology_ad_carcinoma_1_clean.csv,19.002002949011498,9.58916554069531,20.958258151152673,1.3822207257911467e-308,25.22432468572391,11.613194281749415,10.0345174888689,11.128369803369834,15.176108959467854,30.978754363241052,26.73781433520447,17.327777433413615,15.481963508967098
topology_ad_carcinoma_8_clean.csv,19.770019041130325,31.41664074118289,15.904403447252399,25.22432468572391,2.176341651069348e-308,27.852824788004753,26.835463450018878,30.77358458629659,24.373107856960644,22.627962859488832,42.1729627794168,33.13434013878414,24.486917395419635
topology_ad_carcinoma_4_clean.csv,20.278919554053118,13.151874985601877,23.586758253433512,11.613194281749415,27.852824788004753,8.659822457155626e-309,16.291542105400133,12.748566341141753,11.797203374639656,33.60725446552189,19.950696197367648,19.036606212688937,15.555397463606088
topology_ad_carcinoma_12_clean.csv,19.261558216067243,8.766451189556818,22.56939691544764,10.0345174888689,26.835463450018878,16.291542105400133,5.8198057234764e-309,12.673031412230301,14.690917783237126,32.589893127536016,25.709895545668275,17.896649551083563,16.027278828896183
topology_ad_carcinoma_15_clean.csv,15.873181712249732,12.748566341141753,19.497302483096348,11.128369803369834,30.77358458629659,12.748566341141753,12.673031412230301,1.359140543682595e-308,12.748566341141753,24.825753209779776,22.64797418472041,13.788251691906936,14.190830850996267
topology_ad_carcinoma_5_clean.csv,21.57103454733577,12.252649672487166,20.107041322389406,15.176108959467854,24.373107856960644,11.797203374639656,14.690917783237126,12.748566341141753,6.036720940062893e-309,30.48920809728068,24.07446229126759,18.37612784156018,16.34487320501203
topology_ad_carcinoma_11_clean.csv,15.432791622646887,33.94133954100831,18.093175230956888,30.978754363241052,22.627962859488832,33.60725446552189,32.589893127536016,24.825753209779776,30.48920809728068,8.06530713913048e-309,37.576870650601485,33.94133954100832,30.857358874565833
topology_ad_carcinoma_6_clean.csv,27.84266867069485,25.561308171824336,32.08772778850498,26.73781433520447,42.1729627794168,19.950696197367648,25.709895545668275,22.64797418472041,24.07446229126759,37.576870650601485,6.745461819375993e-309,23.843608774223082,32.49103151758758
topology_ad_carcinoma_7_clean.csv,27.709607272881392,13.781059767516949,28.868273604212902,17.327777433413615,33.13434013878414,19.036606212688937,17.896649551083563,13.788251691906936,18.37612784156018,33.94133954100832,23.843608774223082,7.505474286077725e-309,8.647422743364501
topology_ad_carcinoma_13_clean.csv,27.80732388711149,12.97727704236501,24.54408616748412,15.481963508967098,24.486917395419635,15.555397463606088,16.027278828896183,14.190830850996267,16.34487320501203,30.857358874565833,32.49103151758758,8.647422743364501,9.13034979450867e-309
