,topology_ad_carcinoma_10_clean.csv,topology_ad_carcinoma_1_clean.csv,topology_ad_carcinoma_8_clean.csv,topology_ad_carcinoma_4_clean.csv,topology_ad_carcinoma_12_clean.csv,topology_ad_carcinoma_15_clean.csv,topology_ad_carcinoma_5_clean.csv,topology_ad_carcinoma_6_clean.csv,topology_ad_carcinoma_7_clean.csv,topology_ad_carcinoma_13_clean.csv
topology_ad_carcinoma_10_clean.csv,6.32757994012115e-309,18.6999970946204,19.528560393920756,13.977908886311162,12.016654346180214,23.72201834026677,9.488381860326546,19.968915790992224,8.987877056865212,19.761979704314218
topology_ad_carcinoma_1_clean.csv,18.6999970946204,1.506740593119317e-308,10.191975961619878,28.29201625509485,13.25400690253005,11.133703842513732,25.48954767528369,35.26748644274916,20.505992021139633,28.992950851519012
topology_ad_carcinoma_8_clean.csv,19.528560393920756,10.191975961619878,6.09826194591783e-309,25.94785320562734,14.897021383758114,14.637311975319232,26.993041406852825,39.32852181889201,24.97262104243059,26.997614122968358
topology_ad_carcinoma_4_clean.csv,13.977908886311162,28.29201625509485,25.94785320562734,1.054396153676406e-308,17.391259181425355,32.97215444854317,13.684638200707269,26.020118612746458,14.243070125929405,8.384896919470162
topology_ad_carcinoma_12_clean.csv,12.016654346180214,13.25400690253005,14.897021383758114,17.391259181425355,6.13329070529618e-309,18.276028148176422,15.441610311468608,25.542447537518836,10.075599658672472,20.814926179575494
topology_ad_carcinoma_15_clean.csv,23.72201834026677,11.133703842513732,14.637311975319232,32.97215444854317,18.276028148176422,5.338372961914635e-309,30.351303719624166,40.289507688395524,23.71123393290509,32.81890985083203
topology_ad_carcinoma_5_clean.csv,9.488381860326546,25.48954767528369,26.993041406852825,13.684638200707269,15.441610311468608,30.351303719624166,8.56700835221981e-309,14.445188401489801,11.852916832227436,21.695290772554912
topology_ad_carcinoma_6_clean.csv,19.968915790992224,35.26748644274916,39.32852181889201,26.020118612746458,25.542447537518836,40.289507688395524,14.445188401489801,2.1147554986257163e-308,23.382560675346426,34.030771184594094
topology_ad_carcinoma_7_clean.csv,8.987877056865212,20.505992021139633,24.97262104243059,14.243070125929405,10.075599658672472,23.71123393290509,11.852916832227436,23.382560675346426,2.029496114243632e-308,19.674870408132676
topology_ad_carcinoma_13_clean.csv,19.761979704314218,28.992950851519012,26.997614122968358,8.384896919470162,20.814926179575494,32.81890985083203,21.695290772554912,34.030771184594094,19.674870408132676,1.2733993251073004e-308
